,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
966,name967,lastname967,Male,March,26,1999,BS IT Entrepreneurship,0927 964 4299
967,name968,lastname968,Female,March,19,2000,BS Communications Technology,0917 240 9076
968,name969,lastname969,Female,June,2,1998,BS IT Entrepreneurship,0917 176 9439
969,name970,lastname970,Male,July,9,1997,BS Management Engineering,0927 100 9164
970,name971,lastname971,Female,April,9,1998,BS Management Engineering,0927 730 8393
971,name972,lastname972,Male,November,28,1999,BS Communications Technology,0917 389 5738
972,name973,lastname973,Male,May,25,1997,BS Management Engineering,0917 634 5100
973,name974,lastname974,Male,December,20,2001,BS IT Entrepreneurship,0927 357 1836
974,name975,lastname975,Female,March,11,2000,BS Management Engineering,0917 868 4656
975,name976,lastname976,Female,November,7,1999,BS Legal Management,0918 918 7519
976,name977,lastname977,Female,March,21,1999,BS Management Engineering,0918 632 8482
977,name978,lastname978,Female,November,25,1997,BS Management Engineering,0917 525 6204
978,name979,lastname979,Male,September,23,1998,BS Management,0927 765 1941
979,name980,lastname980,Female,December,14,2001,BS Legal Management,0918 606 4478
980,name981,lastname981,Male,March,10,1999,BS Communications Technology,0927 760 8017
981,name982,lastname982,Female,June,21,2000,BS Legal Management,0917 829 3943
982,name983,lastname983,Male,March,24,1999,BS Legal Management,0917 662 1872
983,name984,lastname984,Female,July,22,1999,BS Legal Management,0917 283 7138
984,name985,lastname985,Female,November,17,2001,BS Communications Technology,0927 254 1823
985,name986,lastname986,Female,February,28,2000,BS Communications Technology,0917 628 1470
986,name987,lastname987,Female,January,13,1997,BS Management,0927 147 7217
987,name988,lastname988,Male,December,27,1997,BS Legal Management,0917 314 4815
988,name989,lastname989,Male,February,26,1999,BS Management Engineering,0918 168 3635
989,name990,lastname990,Male,October,4,1998,BS Management,0918 313 9787
990,name991,lastname991,Male,November,22,2000,BS Management,0927 117 4649
991,name992,lastname992,Female,August,14,1999,BS Legal Management,0927 528 8069
992,name993,lastname993,Male,July,5,2000,BS Management,0918 851 8170
993,name994,lastname994,Female,May,20,1998,BS Management Engineering,0927 793 3024
994,name995,lastname995,Male,June,11,1999,BS IT Entrepreneurship,0927 871 6633
995,name996,lastname996,Female,May,4,1998,BS Legal Management,0927 159 8838
996,name997,lastname997,Male,September,24,1997,BS Management,0918 333 2036
997,name998,lastname998,Male,March,4,1999,BS Communications Technology,0917 116 1724
998,name999,lastname999,Female,January,11,1999,BS Management,0917 997 1830
999,name1000,lastname1000,Female,July,24,1998,BS Legal Management,0927 789 2057
1000,name1001,lastname1001,Male,October,13,1999,BS Legal Management,0918 226 5829
1001,name1002,lastname1002,Female,January,16,1997,BS IT Entrepreneurship,0917 189 5851
1002,name1003,lastname1003,Female,July,1,1999,BS IT Entrepreneurship,0917 577 5113
1003,name1004,lastname1004,Female,June,8,1997,BS Management Engineering,0918 633 2873
1004,name1005,lastname1005,Female,January,14,2000,BS Management,0918 107 4666
1005,name1006,lastname1006,Male,March,23,1999,BS IT Entrepreneurship,0917 575 1571
1006,name1007,lastname1007,Male,September,14,1997,BS Management,0918 673 9002
1007,name1008,lastname1008,Female,May,13,1998,BS Communications Technology,0927 455 7889
1008,name1009,lastname1009,Female,February,23,1998,BS Management,0918 790 1682
1009,name1010,lastname1010,Female,May,25,1999,BS Management,0917 254 7870
1010,name1011,lastname1011,Male,April,9,1999,BS Legal Management,0918 652 6097
1011,name1012,lastname1012,Female,May,14,1997,BS Management,0917 120 1564
1012,name1013,lastname1013,Male,September,8,1997,BS Management,0927 878 8766
1013,name1014,lastname1014,Female,May,1,2001,BS Management Engineering,0918 524 3684
1014,name1015,lastname1015,Female,March,10,1997,BS Legal Management,0917 209 4854
1015,name1016,lastname1016,Male,April,16,1997,BS Communications Technology,0917 610 8591
1016,name1017,lastname1017,Female,January,17,1998,BS Communications Technology,0918 198 8897
1017,name1018,lastname1018,Male,February,21,1997,BS Management,0917 470 7921
1018,name1019,lastname1019,Male,July,16,2001,BS Management,0917 415 3731
1019,name1020,lastname1020,Female,March,13,1999,BS Management,0917 421 2734
1020,name1021,lastname1021,Male,May,20,1998,BS IT Entrepreneurship,0917 286 5078
1021,name1022,lastname1022,Female,December,4,1997,BS IT Entrepreneurship,0918 819 6422
1022,name1023,lastname1023,Male,June,28,2000,BS Legal Management,0918 423 3021
1023,name1024,lastname1024,Male,September,9,1998,BS Management Engineering,0917 720 3510
1024,name1025,lastname1025,Male,March,8,1999,BS Communications Technology,0918 748 6951
1025,name1026,lastname1026,Female,January,15,1998,BS Management,0927 426 7423
1026,name1027,lastname1027,Female,January,14,1999,BS Management Engineering,0927 556 8003
1027,name1028,lastname1028,Female,June,28,1999,BS Management,0927 571 1913
1028,name1029,lastname1029,Female,September,11,1999,BS Communications Technology,0927 120 7807
1029,name1030,lastname1030,Female,April,7,2001,BS Legal Management,0917 327 6289
1030,name1031,lastname1031,Female,August,21,1999,BS IT Entrepreneurship,0918 446 4044
1031,name1032,lastname1032,Male,December,26,1999,BS Communications Technology,0917 959 9685
1032,name1033,lastname1033,Female,May,16,1998,BS Communications Technology,0918 371 7071
1033,name1034,lastname1034,Male,December,15,2000,BS Management,0927 777 1235
1034,name1035,lastname1035,Female,June,1,1999,BS Communications Technology,0918 657 6901
1035,name1036,lastname1036,Male,June,3,2000,BS Management,0927 465 6997
1036,name1037,lastname1037,Female,January,19,2001,BS IT Entrepreneurship,0918 777 8386
1037,name1038,lastname1038,Female,January,22,1999,BS Management Engineering,0918 591 8053
1038,name1039,lastname1039,Male,January,16,2000,BS Management Engineering,0917 604 5494
1039,name1040,lastname1040,Female,December,6,1997,BS Management Engineering,0918 631 5507
1040,name1041,lastname1041,Female,February,12,1998,BS Communications Technology,0917 803 3974
1041,name1042,lastname1042,Male,December,24,1997,BS Legal Management,0918 821 6331
1042,name1043,lastname1043,Female,March,13,1999,BS Communications Technology,0927 760 2707
1043,name1044,lastname1044,Male,July,2,1997,BS IT Entrepreneurship,0918 349 9660
1044,name1045,lastname1045,Male,May,21,1997,BS Communications Technology,0927 713 5773
1045,name1046,lastname1046,Female,May,22,2001,BS Management,0917 214 4255
1046,name1047,lastname1047,Male,May,25,1998,BS Legal Management,0918 340 3323
1047,name1048,lastname1048,Male,March,25,1998,BS Management Engineering,0927 397 4986
1048,name1049,lastname1049,Female,February,1,1997,BS Management Engineering,0917 668 9753
1049,name1050,lastname1050,Male,July,28,1998,BS IT Entrepreneurship,0917 467 6080
1050,name1051,lastname1051,Female,June,9,2001,BS Management Engineering,0927 371 2566
1051,name1052,lastname1052,Female,April,6,1997,BS Legal Management,0917 227 5205
1052,name1053,lastname1053,Male,April,9,2000,BS IT Entrepreneurship,0917 105 9613
1053,name1054,lastname1054,Male,November,7,1998,BS Management Engineering,0918 339 7033
1054,name1055,lastname1055,Female,August,23,1999,BS Communications Technology,0918 959 8550
1055,name1056,lastname1056,Female,April,6,1999,BS IT Entrepreneurship,0918 354 7812
1056,name1057,lastname1057,Male,February,28,2001,BS Management Engineering,0918 514 4755
1057,name1058,lastname1058,Female,November,12,2001,BS Legal Management,0927 197 8951
1058,name1059,lastname1059,Male,April,11,1998,BS IT Entrepreneurship,0918 680 4779
1059,name1060,lastname1060,Male,July,1,2000,BS Communications Technology,0918 645 6025
1060,name1061,lastname1061,Female,May,24,1997,BS Communications Technology,0917 371 3839
1061,name1062,lastname1062,Male,July,19,1998,BS Management Engineering,0927 361 7293
1062,name1063,lastname1063,Female,January,13,1997,BS IT Entrepreneurship,0918 182 1959
1063,name1064,lastname1064,Male,March,7,2000,BS Communications Technology,0917 818 4976
1064,name1065,lastname1065,Male,April,8,1999,BS Management,0918 247 3215
1065,name1066,lastname1066,Male,January,28,1997,BS Management Engineering,0927 344 3571
1066,name1067,lastname1067,Female,October,3,1999,BS Legal Management,0917 557 5859
1067,name1068,lastname1068,Female,July,4,1997,BS Communications Technology,0918 705 3092
1068,name1069,lastname1069,Female,May,23,1999,BS IT Entrepreneurship,0918 350 6711
1069,name1070,lastname1070,Female,February,18,1999,BS IT Entrepreneurship,0918 569 7640
1070,name1071,lastname1071,Female,January,14,1999,BS Communications Technology,0918 474 5680
1071,name1072,lastname1072,Female,August,13,1999,BS Communications Technology,0918 441 2380
1072,name1073,lastname1073,Male,October,1,1997,BS IT Entrepreneurship,0917 333 9074
1073,name1074,lastname1074,Male,February,26,1998,BS Management,0927 231 5102
1074,name1075,lastname1075,Male,August,22,2000,BS Communications Technology,0918 772 9445
1075,name1076,lastname1076,Female,June,19,1998,BS IT Entrepreneurship,0927 767 7062
1076,name1077,lastname1077,Male,August,1,1997,BS Communications Technology,0917 222 4027
1077,name1078,lastname1078,Male,August,18,1998,BS Management,0917 372 6091
1078,name1079,lastname1079,Female,October,7,1999,BS Management Engineering,0918 598 8688
1079,name1080,lastname1080,Male,November,17,2000,BS Management Engineering,0927 500 8664
1080,name1081,lastname1081,Male,December,5,1999,BS Management Engineering,0927 904 3251
1081,name1082,lastname1082,Female,January,28,2000,BS Management Engineering,0918 853 8895
1082,name1083,lastname1083,Female,December,15,1998,BS IT Entrepreneurship,0918 867 4047
1083,name1084,lastname1084,Female,February,27,1999,BS Management,0927 780 5516
1084,name1085,lastname1085,Male,June,28,2001,BS Communications Technology,0917 739 8316
1085,name1086,lastname1086,Male,April,28,1997,BS Management,0917 257 8186
1086,name1087,lastname1087,Female,March,28,1998,BS Management Engineering,0927 692 7290
1087,name1088,lastname1088,Female,September,5,1999,BS IT Entrepreneurship,0927 304 1355
1088,name1089,lastname1089,Male,April,25,1999,BS Communications Technology,0918 955 8221
1089,name1090,lastname1090,Female,July,27,2000,BS Communications Technology,0918 613 2252
1090,name1091,lastname1091,Female,February,24,1999,BS Management,0927 740 8593
1091,name1092,lastname1092,Male,February,17,2000,BS Management Engineering,0927 658 1569
1092,name1093,lastname1093,Male,May,23,1997,BS Management Engineering,0927 325 6671
1093,name1094,lastname1094,Male,June,25,2000,BS Management Engineering,0917 857 8412
1094,name1095,lastname1095,Female,January,26,1997,BS IT Entrepreneurship,0917 343 3386
1095,name1096,lastname1096,Male,July,21,2001,BS IT Entrepreneurship,0927 862 4541
1096,name1097,lastname1097,Male,July,2,2000,BS IT Entrepreneurship,0918 645 9539
1097,name1098,lastname1098,Female,January,15,1999,BS Management Engineering,0927 381 8143
1098,name1099,lastname1099,Male,March,22,2001,BS Management,0918 242 4918
1099,name1100,lastname1100,Male,November,19,1997,BS Legal Management,0918 352 6064
1100,name1101,lastname1101,Male,April,5,2000,BS IT Entrepreneurship,0917 225 6387
1101,name1102,lastname1102,Male,May,14,1999,BS Legal Management,0927 357 9725
1102,name1103,lastname1103,Male,June,4,2001,BS Management Engineering,0917 811 5416
1103,name1104,lastname1104,Male,December,12,1999,BS Communications Technology,0927 155 2357
1104,name1105,lastname1105,Female,March,23,1999,BS Management Engineering,0927 659 7601
1105,name1106,lastname1106,Male,October,26,1998,BS Legal Management,0917 579 9310
1106,name1107,lastname1107,Male,December,14,2000,BS Management,0918 899 5954
1107,name1108,lastname1108,Male,April,21,1997,BS IT Entrepreneurship,0918 597 2109
1108,name1109,lastname1109,Female,August,18,1997,BS Management,0927 331 2469
1109,name1110,lastname1110,Male,November,23,1997,BS Communications Technology,0927 857 4325
1110,name1111,lastname1111,Male,March,17,2001,BS Communications Technology,0917 745 6591
1111,name1112,lastname1112,Female,February,25,1998,BS Legal Management,0927 820 4602
1112,name1113,lastname1113,Female,June,8,1997,BS IT Entrepreneurship,0917 541 3617
1113,name1114,lastname1114,Male,June,16,1998,BS IT Entrepreneurship,0917 561 4702
1114,name1115,lastname1115,Female,February,25,1997,BS Management Engineering,0917 103 4403
1115,name1116,lastname1116,Male,January,4,1999,BS Management,0917 472 8417
1116,name1117,lastname1117,Male,April,25,2001,BS IT Entrepreneurship,0918 962 8354
1117,name1118,lastname1118,Male,July,23,1998,BS Management,0927 780 4566
1118,name1119,lastname1119,Male,July,17,2001,BS IT Entrepreneurship,0918 530 9778
1119,name1120,lastname1120,Male,March,10,1999,BS Management,0918 501 4512
1120,name1121,lastname1121,Male,December,17,1998,BS Legal Management,0918 439 4303
1121,name1122,lastname1122,Male,January,3,1998,BS Legal Management,0917 310 8397
1122,name1123,lastname1123,Male,September,2,2001,BS Legal Management,0917 686 3457
1123,name1124,lastname1124,Male,January,1,1998,BS Management Engineering,0927 995 2764
1124,name1125,lastname1125,Female,June,20,1999,BS IT Entrepreneurship,0927 325 1153
1125,name1126,lastname1126,Male,May,2,1998,BS Management,0927 383 7195
1126,name1127,lastname1127,Male,July,28,1999,BS IT Entrepreneurship,0917 859 6198
1127,name1128,lastname1128,Female,February,16,2001,BS Communications Technology,0918 633 9731
1128,name1129,lastname1129,Female,January,17,1998,BS IT Entrepreneurship,0917 588 9566
1129,name1130,lastname1130,Male,November,14,1997,BS Legal Management,0927 777 3805
1130,name1131,lastname1131,Male,December,6,1998,BS Legal Management,0918 822 3585
1131,name1132,lastname1132,Male,June,12,1997,BS Legal Management,0918 260 7816
1132,name1133,lastname1133,Female,May,26,1998,BS Communications Technology,0917 367 2891
1133,name1134,lastname1134,Female,June,26,1998,BS Management,0927 393 9901
1134,name1135,lastname1135,Female,October,23,2000,BS IT Entrepreneurship,0917 431 3651
1135,name1136,lastname1136,Male,August,12,1998,BS IT Entrepreneurship,0927 404 6189
1136,name1137,lastname1137,Male,March,2,2001,BS IT Entrepreneurship,0917 421 6329
