firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name1169,lastname1169,May,26,98,BS Management Engineering,+639273711482
name1170,lastname1170,August,22,99,BS IT Entrepreneurship,+639178997261
name1171,lastname1171,August,21,99,BS Management Engineering,+639178809465
name1172,lastname1172,December,24,01,BS IT Entrepreneurship,+639274958365
name1173,lastname1173,July,6,97,BS Legal Management,+639272512618
name1174,lastname1174,April,28,97,BS Management,+639279299497
name1175,lastname1175,March,26,98,BS Management,+639189696633
name1176,lastname1176,March,10,97,BS Management Engineering,+639278701377
name1177,lastname1177,October,5,99,BS Legal Management,+639172297640
name1178,lastname1178,January,17,99,BS Legal Management,+639272729809
name1179,lastname1179,September,6,98,BS Management,+639176059226
name1180,lastname1180,December,27,98,BS Management Engineering,+639183014221
name1181,lastname1181,June,11,98,BS Legal Management,+639171071646
name1182,lastname1182,April,22,97,BS Legal Management,+639278821975
name1183,lastname1183,October,13,01,BS Management,+639174528402
name1184,lastname1184,August,6,98,BS Management,+639173766822
name1185,lastname1185,August,14,00,BS Legal Management,+639183813967
name1186,lastname1186,May,26,97,BS Legal Management,+639272321448
name1187,lastname1187,September,23,99,BS Management,+639279696019
name1188,lastname1188,July,6,97,BS Legal Management,+639171151871
name1189,lastname1189,March,27,97,BS Management,+639176479836
name1190,lastname1190,April,18,99,BS Management,+639276896829
name1191,lastname1191,October,22,97,BS Management,+639274979934
name1192,lastname1192,June,23,98,BS Management Engineering,+639187837500
name1193,lastname1193,August,8,00,BS IT Entrepreneurship,+639272766116
name1194,lastname1194,June,11,99,BS Legal Management,+639176787819
name1195,lastname1195,October,24,97,BS IT Entrepreneurship,+639189893177
name1196,lastname1196,October,5,99,BS Legal Management,+639189938803
name1197,lastname1197,December,15,98,BS IT Entrepreneurship,+639183171448
name1198,lastname1198,September,8,99,BS Legal Management,+639184994910
name1199,lastname1199,February,15,01,BS Management Engineering,+639178272415
name1200,lastname1200,May,6,97,BS Management,+639276046296
name1201,lastname1201,December,26,98,BS Comtech,+639172652898
name1202,lastname1202,December,25,97,BS Management,+639188624131
name1203,lastname1203,March,15,98,BS IT Entrepreneurship,+639187809938
name1204,lastname1204,June,23,97,BS Comtech,+639277381390
name1205,lastname1205,February,4,98,BS Management Engineering,+639181492057
name1206,lastname1206,December,6,97,BS IT Entrepreneurship,+639175035133
name1207,lastname1207,July,13,97,BS Comtech,+639171902065
name1208,lastname1208,June,12,97,BS Comtech,+639186273137
name1209,lastname1209,July,12,01,BS IT Entrepreneurship,+639179545974
name1210,lastname1210,June,8,97,BS Legal Management,+639173397016
name1211,lastname1211,November,24,01,BS Legal Management,+639182898614
name1212,lastname1212,October,12,97,BS Legal Management,+639274558949
name1213,lastname1213,April,22,98,BS Management,+639273299292
name1214,lastname1214,April,25,00,BS Legal Management,+639274683889
name1215,lastname1215,September,17,98,BS Management,+639178749307
name1216,lastname1216,August,2,99,BS Management,+639182235560
name1217,lastname1217,May,22,97,BS Management Engineering,+639277342885
name1218,lastname1218,June,1,97,BS Legal Management,+639277056125
name1219,lastname1219,October,6,99,BS Legal Management,+639187461860
name1220,lastname1220,September,14,98,BS IT Entrepreneurship,+639174631439
name1221,lastname1221,February,23,99,BS IT Entrepreneurship,+639177371239
name1222,lastname1222,January,6,98,BS Management Engineering,+639188117711
name1223,lastname1223,January,3,98,BS Management Engineering,+639187182657
name1224,lastname1224,December,10,98,BS Management,+639273447671
name1225,lastname1225,May,13,99,BS Legal Management,+639188103975
name1226,lastname1226,June,1,98,BS Management Engineering,+639181517087
name1227,lastname1227,June,4,97,BS Management Engineering,+639187795698
name1228,lastname1228,March,27,99,BS Management,+639183266859
name1229,lastname1229,December,16,99,BS IT Entrepreneurship,+639183779443
name1230,lastname1230,June,11,98,BS Comtech,+639173967625
name1231,lastname1231,July,20,98,BS Management Engineering,+639186669767
name1232,lastname1232,December,1,01,BS IT Entrepreneurship,+639189209381
name1233,lastname1233,September,10,97,BS Legal Management,+639179793903
name1234,lastname1234,October,14,99,BS Management Engineering,+639186808844
name1235,lastname1235,December,12,99,BS Legal Management,+639176973635
name1236,lastname1236,January,14,01,BS IT Entrepreneurship,+639186891546
name1237,lastname1237,September,22,97,BS Management Engineering,+639171722053
name1238,lastname1238,June,15,99,BS Management Engineering,+639181341905
name1239,lastname1239,October,24,99,BS Legal Management,+639179846519
name1240,lastname1240,August,18,00,BS Management,+639279975569
name1241,lastname1241,December,2,97,BS Management Engineering,+639172966356
name1242,lastname1242,September,27,98,BS Management Engineering,+639188626792
name1243,lastname1243,March,12,97,BS IT Entrepreneurship,+639177453019
name1244,lastname1244,September,18,00,BS Legal Management,+639272545069
name1245,lastname1245,October,14,98,BS Comtech,+639278747695
name1246,lastname1246,December,3,00,BS Legal Management,+639173863414
name1247,lastname1247,March,14,99,BS Legal Management,+639278307116
name1248,lastname1248,January,11,99,BS Legal Management,+639279283771
name1249,lastname1249,January,22,99,BS Comtech,+639182141742
name1250,lastname1250,June,24,00,BS Legal Management,+639175279027
name1251,lastname1251,March,23,99,BS Management Engineering,+639271483443
name1252,lastname1252,April,16,01,BS Comtech,+639172173713
name1253,lastname1253,November,11,01,BS Comtech,+639177787376
name1254,lastname1254,February,23,98,BS IT Entrepreneurship,+639182367531
name1255,lastname1255,March,3,98,BS Comtech,+639188277726
name1256,lastname1256,May,18,97,BS Management Engineering,+639179137424
name1257,lastname1257,December,13,00,BS Management Engineering,+639176649018
name1258,lastname1258,January,1,00,BS Legal Management,+639278517870
name1259,lastname1259,October,27,00,BS IT Entrepreneurship,+639177579661
name1260,lastname1260,December,27,98,BS Comtech,+639273485939
name1261,lastname1261,March,20,99,BS Comtech,+639187781890
name1262,lastname1262,April,15,99,BS IT Entrepreneurship,+639177642428
name1263,lastname1263,May,12,01,BS IT Entrepreneurship,+639276856676
name1264,lastname1264,March,9,97,BS Management Engineering,+639172297860
name1265,lastname1265,November,14,97,BS Management,+639185819606
name1266,lastname1266,September,23,98,BS Management Engineering,+639279974279
name1267,lastname1267,July,15,01,BS Comtech,+639186947568
name1268,lastname1268,August,9,97,BS IT Entrepreneurship,+639176643619
name1269,lastname1269,August,14,97,BS IT Entrepreneurship,+639177609735
name1270,lastname1270,November,13,98,BS Management Engineering,+639186527245
name1271,lastname1271,February,20,99,BS IT Entrepreneurship,+639271407068
name1272,lastname1272,April,17,98,BS Comtech,+639276146148
name1273,lastname1273,August,6,97,BS IT Entrepreneurship,+639175864164
name1274,lastname1274,August,13,97,BS Comtech,+639186695435
name1275,lastname1275,December,24,99,BS Legal Management,+639277688793
name1276,lastname1276,December,23,99,BS Management Engineering,+639273665156
name1277,lastname1277,October,15,97,BS Management Engineering,+639272447457
name1278,lastname1278,April,6,99,BS IT Entrepreneurship,+639174962556
name1279,lastname1279,April,1,98,BS Management Engineering,+639173914262
name1280,lastname1280,July,2,98,BS IT Entrepreneurship,+639279525373
name1281,lastname1281,June,7,97,BS Comtech,+639273585434
name1282,lastname1282,May,28,00,BS Legal Management,+639277759137
name1283,lastname1283,February,11,98,BS IT Entrepreneurship,+639274567882
name1284,lastname1284,February,21,98,BS Comtech,+639185785873
name1285,lastname1285,January,16,01,BS IT Entrepreneurship,+639276045625
name1286,lastname1286,December,5,97,BS Legal Management,+639173431678
name1287,lastname1287,November,20,99,BS Management,+639276717058
name1288,lastname1288,July,15,00,BS IT Entrepreneurship,+639179269339
name1289,lastname1289,April,6,98,BS Management,+639186033144
name1290,lastname1290,January,9,97,BS IT Entrepreneurship,+639176499107
name1291,lastname1291,December,25,98,BS Comtech,+639181892364
name1292,lastname1292,June,17,99,BS Management,+639272307369
name1293,lastname1293,December,24,00,BS Comtech,+639179374233
name1294,lastname1294,January,21,97,BS Legal Management,+639184544441
name1295,lastname1295,November,4,97,BS Management,+639189099136
name1296,lastname1296,July,17,98,BS IT Entrepreneurship,+639275207341
name1297,lastname1297,November,8,98,BS Management,+639179842112
name1298,lastname1298,November,14,98,BS Legal Management,+639172976698
name1299,lastname1299,February,8,00,BS Comtech,+639273612358
name1300,lastname1300,February,13,97,BS IT Entrepreneurship,+639183055557
name1301,lastname1301,November,3,01,BS Management Engineering,+639186497146
name1302,lastname1302,June,5,98,BS Comtech,+639273672582
name1303,lastname1303,April,3,99,BS Management Engineering,+639178538031
name1304,lastname1304,May,20,99,BS Management Engineering,+639172932779
name1305,lastname1305,June,11,99,BS Management Engineering,+639271576141
name1306,lastname1306,February,10,00,BS Management Engineering,+639181053008
name1307,lastname1307,December,7,98,BS Management,+639274429699
name1308,lastname1308,September,24,97,BS Management Engineering,+639277915437
name1309,lastname1309,November,2,97,BS Legal Management,+639179892463
name1310,lastname1310,June,22,97,BS Legal Management,+639186645609
name1311,lastname1311,April,16,97,BS Management,+639274859982
name1312,lastname1312,December,25,99,BS Legal Management,+639178895141
name1313,lastname1313,August,21,97,BS IT Entrepreneurship,+639181879370
name1314,lastname1314,November,15,99,BS Comtech,+639277587096
name1315,lastname1315,August,5,97,BS Management Engineering,+639274654328
name1316,lastname1316,September,10,98,BS Management Engineering,+639272612847
name1317,lastname1317,April,14,98,BS Legal Management,+639278325579
name1318,lastname1318,May,25,99,BS Comtech,+639183218721
name1319,lastname1319,October,2,98,BS Management,+639277894964
name1320,lastname1320,December,18,97,BS Management,+639184456057
name1321,lastname1321,December,20,98,BS Management,+639172989407
name1322,lastname1322,June,24,97,BS Management,+639187908368
name1323,lastname1323,September,22,98,BS Management,+639177739435
name1324,lastname1324,March,19,99,BS Management,+639177455874
name1325,lastname1325,September,19,99,BS Management Engineering,+639186991503
name1326,lastname1326,March,15,99,BS Management Engineering,+639175826930
name1327,lastname1327,October,11,00,BS Management Engineering,+639172869237
name1328,lastname1328,February,14,97,BS Management,+639176597266
name1329,lastname1329,June,10,99,BS Comtech,+639271061545
name1330,lastname1330,December,26,00,BS Legal Management,+639279039064
name1331,lastname1331,November,7,97,BS Legal Management,+639173853998
name1332,lastname1332,April,4,99,BS Management Engineering,+639189151402
name1333,lastname1333,August,27,98,BS Management,+639274694807
name1334,lastname1334,June,8,01,BS Management Engineering,+639272659044
name1335,lastname1335,January,18,98,BS Management,+639179026535
name1336,lastname1336,May,26,98,BS IT Entrepreneurship,+639177971486
name1337,lastname1337,October,13,97,BS Management Engineering,+639179707329
name1338,lastname1338,August,3,98,BS IT Entrepreneurship,+639176234125
name1339,lastname1339,August,17,99,BS Management Engineering,+639171356232
name1340,lastname1340,April,23,97,BS Management,+639279219683
name1341,lastname1341,January,12,01,BS Comtech,+639279669768
name1342,lastname1342,November,17,99,BS Legal Management,+639272055885
name1343,lastname1343,July,3,99,BS Management Engineering,+639279883023
name1344,lastname1344,March,16,99,BS Management Engineering,+639175441029
name1345,lastname1345,August,17,00,BS IT Entrepreneurship,+639182189144
name1346,lastname1346,February,15,98,BS Legal Management,+639181458632
name1347,lastname1347,June,16,98,BS Management,+639171177848
name1348,lastname1348,April,6,98,BS IT Entrepreneurship,+639187848807
name1349,lastname1349,April,22,98,BS Comtech,+639173645402
name1350,lastname1350,June,5,97,BS Legal Management,+639187403665
name1351,lastname1351,April,25,98,BS IT Entrepreneurship,+639188202605
